"","Orthology","Reaction","Reaction_decode","Pathway","Pathway_decode","Module","Module_decode","KEGG.mergedColors","KEGG.yellow","KEGG.black","KEGG.brown","KEGG.purple","KEGG.red","KEGG.turquoise","KEGG.magenta","KEGG.blue","KEGG.green","KEGG.yellow.p","KEGG.black.p","KEGG.brown.p","KEGG.purple.p","KEGG.red.p","KEGG.turquoise.p","KEGG.magenta.p","KEGG.blue.p","KEGG.green.p"
"K03478","chbG; chitin disaccharide deacetylase [EC:3.5.1.105]","","","","","","","turquoise",-0.03778727861066,-0.06805755585582,-0.00945285684078158,-0.00756578643640338,0.314254925327897,0.97721134616856,0.0194376808588773,0.0528235490193496,0.010733509584473,0.409287047383742,0.136923571791975,0.836517567757633,0.86882194171832,1.93708091719982e-12,2.96439387504748e-323,0.671315675188422,0.248547338601736,0.814746413924751
"K19230","sapF; cationic peptide transport system ATP-binding protein","","","map02010","ABC transporters","","","turquoise",-0.0270622538606071,-0.0702904933593236,-0.016124253862299,0.0133919801343759,0.304385968508192,0.977151328297093,0.0425249419346867,0.0506215993954026,0.0205625036949269,0.554622890392642,0.124473690879407,0.724840224654503,0.770022765713681,9.9946645120354e-12,5.92878775009496e-323,0.353048594079575,0.268846803852224,0.65350090076016
"K16013","cydD; ATP-binding cassette, subfamily C, bacterial CydD","","","map02010","ABC transporters","","","turquoise",-0.0494697647368793,-0.0716915706015146,0.00415372411013585,-0.0066885893841359,0.335201660559807,0.977083165214202,0.0466689626645212,0.0683019760508744,0.0943798207314376,0.279905555899151,0.117123124798349,0.927753568490783,0.883916582250971,4.83872991653762e-14,1.18575755001899e-322,0.308066774807375,0.135515825984105,0.0389402932394393
"K04081","ibpB; molecular chaperone IbpB","","","","","","","turquoise",-0.0177561709471561,-0.0586720241285682,-0.0158158169530316,0.0138604001971019,0.316643743735638,0.977065841780891,0.0252146682665691,0.0341598206998536,0.014214097461721,0.698291350973018,0.199895485176405,0.729896463802538,0.762216337214505,1.29012102372576e-12,1.38338380835549e-322,0.581979460949361,0.455734751089062,0.756337705832494
"K07285","slp; outer membrane lipoprotein","","","","","","","turquoise",-0.0136437148802939,-0.0652864650729152,-0.0221116738807933,-0.0227950934492491,0.314158421405579,0.977060684030884,0.0293707171524336,0.0382136264260903,0.00947649213121113,0.765824550720562,0.153679888722077,0.629285874571776,0.618726410097189,1.96899925723443e-12,1.48219693752374e-322,0.521348322684146,0.404018599395961,0.836114579466247
"K07000","K07000; uncharacterized protein","","","","","","","turquoise",-0.0215211886141451,-0.0391065601185848,-0.000982890334927747,0.00771537577670066,0.32986440842517,0.977028848539019,0.0135377046954746,0.0191473055590929,0.0112797643439889,0.638470768971777,0.393116433065895,0.982882375949315,0.86625243076778,1.27303526490986e-13,2.07507571253324e-322,0.767591669509226,0.67594516341846,0.805502240388018
"K03840","fldB; flavodoxin II","","","","","","","turquoise",-0.025840210493791,-0.0483139795442629,-0.0101786226677699,-0.00526737393973718,0.315825002976585,0.97701358706655,0.00985115806375067,0.0306452877604696,0.00647878919380178,0.572647141167335,0.291307946327481,0.824163059531327,0.908459624940848,1.483569418837e-12,2.37151510003798e-322,0.829732215310077,0.503425529449382,0.887533230152617
"K03598","rseB; sigma-E factor negative regulatory protein RseB","","","","","","","turquoise",-0.0401453270594458,-0.0472842907865656,0.0144207247406348,-0.0026292452117524,0.307592429232385,0.976974121535229,0.0377486160610761,0.0564595558526038,0.0270120133927411,0.3806598103208,0.301725064320402,0.752909923078312,0.9542316665572,5.90409619877873e-12,3.55727265005698e-322,0.409766813203723,0.217414169232261,0.55535841649781
"K21430","yliI; aldose sugar dehydrogenase [EC:1.1.5.-]","","","","","","","turquoise",-0.0253627654467418,-0.0620456459366723,-0.0138991892183024,-0.00356764720910885,0.34365467681971,0.976934278841494,0.0241521696284752,0.0387332041688778,0.0130237589721959,0.579763643281518,0.175196623501473,0.761570968676339,0.937925090215072,1.00574985854976e-14,5.43472210425371e-322,0.597990912884279,0.39765309457389,0.77617572907746
"K15539","rodZ; cytoskeleton protein RodZ","","","","","","","turquoise",-0.043666044223123,-0.0514130678387653,0.0122615782678878,-0.0133722109605983,0.340597481045481,0.976928648769755,0.030079391845429,0.0534265773279726,0.0146192566150563,0.340267920129055,0.261423552939259,0.788955917720658,0.770352745433881,1.78502283001621e-14,5.73116149175846e-322,0.511342816401833,0.243179546025263,0.749621003774866
"K08485","PTS-HPR.PTSO, ptsO, npr; phosphocarrier protein NPr","","","map02060","Phosphotransferase system (PTS)","","","turquoise",-0.0394114363848471,-0.0528371245198898,0.00245811718285085,0.0149556563081313,0.317468958340736,0.97689569491321,0.0263532346424309,0.0473835249280412,0.015552355912788,0.389435157689669,0.248425595916619,0.957207613255209,0.74405851306601,1.12017245285438e-12,8.10267659179644e-322,0.565046709516882,0.300710505183391,0.734224707497523
"K12957","yjgB; uncharacterized zinc-type alcohol dehydrogenase-like protein [EC:1.-.-.-]","R08083","Nerol + NADP+ <=> cis-Citral + NADPH + H+","","","","","turquoise",-0.0290258329414772,-0.0558533438685782,-0.00869159989564257,-0.0125203792285981,0.319643586742316,0.976885230027639,0.021792716578493,0.0387553743544273,0.0118241529165715,0.52625369210486,0.222400847648752,0.849519514607234,0.784609822173447,7.7040157009872e-13,8.89318162514244e-322,0.634240217874212,0.397382828392218,0.79631652746446
"K13634","cysB; LysR family transcriptional regulator, cys regulon transcriptional activator","","","","","","","turquoise",-0.0400844259546948,-0.0573790341282237,0.0133981027602213,-0.0131835884840671,0.290709576754678,0.976868938341193,0.0353658688234008,0.0643068888004796,0.0281281117258842,0.381383382609402,0.210004395928941,0.769920577527138,0.773503238074397,8.78665929828779e-11,1.05730048210027e-321,0.439972817803099,0.159961067151898,0.539131496624211
"K03974","pspF; psp operon transcriptional activator","","","","","","","turquoise",-0.0335810305033434,-0.0435870958716486,0.00660421645040635,-0.00650597770870595,0.329791619271584,0.976685549177755,0.0181340915788069,0.0356333598555177,0.0160728791349676,0.463410046364944,0.341142529614303,0.885370762458696,0.887064406671781,1.28977336689545e-13,6.79834328677555e-321,0.692193871965879,0.436519686822966,0.725681593138301
"K21972","bluR; MerR family transcriptional regulator, repressor of blue light- and temperature-responsive genes","","","","","","","turquoise",-0.0259469704714078,-0.0772908709166381,-0.0244753119355155,0.013258759192481,0.313416654328575,0.976533335297503,0.031950243649268,0.0485046293873855,0.0134228095418603,0.571061516363816,0.0910849845008402,0.593100203884776,0.772247239985297,2.23211260997758e-12,3.15213882046715e-320,0.485417157510776,0.289405955872707,0.769508255518336
"K07122","mlaB; phospholipid transport system transporter-binding protein","","","map02010","ABC transporters","","","turquoise",-0.0220711624334152,-0.0523952284987461,-0.00764780051870641,-0.0100486518325254,0.319768749643721,0.976505405811101,0.0263871803330707,0.0417590191322602,0.012109138795956,0.629914221060336,0.25240981674056,0.867413004871555,0.826372420195947,7.5391129555388e-13,4.17189031348349e-320,0.564545515833645,0.361794666795728,0.791518940582868
"K05522","nei; endonuclease VIII [EC:3.2.2.- 4.2.99.18]","","","map03410","Base excision repair","","","turquoise",-0.0501523592613704,-0.0533798852951765,0.00969134827605864,-0.012326761084811,0.328740204479657,0.976477693297729,0.020080197429631,0.0519538130743864,0.0144797475766549,0.273315336064166,0.243592246135486,0.832453201382519,0.787860667023091,1.55700099759586e-13,5.50784381983822e-320,0.661116247387374,0.256433813396146,0.751931668687857
"K07642","baeS, smeS; two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]","","","map02020","Two-component system","","","turquoise",-0.0245942604505937,-0.0578506801267532,-0.0121646957053387,-0.0162376674459067,0.338008099780935,0.976470389652613,0.0172083978783038,0.0356093013547158,0.00589775180457358,0.591304547687281,0.206275050209825,0.790584579315396,0.722984013807417,2.88757339166167e-14,5.92483522492823e-320,0.707163750076603,0.43682962753043,0.897561427791448
"K09907","K09907; uncharacterized protein","","","","","","","turquoise",-0.0326312935665752,-0.0561584874956435,0.00532226185033883,0.00670501377911511,0.329383207604327,0.97638745087044,0.0435611247539934,0.0491527023963332,0.0262530397544188,0.476158588544446,0.219880636145711,0.907509990213418,0.883633550504423,1.38776439609618e-13,1.35789002103008e-319,0.341430557475311,0.283003003711535,0.566527286854479
"K06073","btuC; vitamin B12 transport system permease protein","","","map02010","ABC transporters","","","turquoise",-0.0399438993536955,-0.0528032313682533,0.00773053157499163,-0.0160474028078863,0.347081668751514,0.976383507870068,0.0185347462473533,0.0485025809898182,0.00595933536458855,0.38305620176166,0.248729621405747,0.865992176244385,0.726098943728426,5.24717963312441e-15,1.41233605520179e-319,0.68575125093982,0.289426347000277,0.896497747705274
"K07788","mdtB; multidrug efflux pump","","","map02020","Two-component system","","","turquoise",-0.066653264450244,-0.0367238369343125,0.045949199503523,-0.0163873298932223,0.352847448732755,0.976348252753104,0.0160227969220072,0.0609163223862047,0.00645364077501694,0.145230508867401,0.422604457339275,0.315595583828286,0.720537013447315,1.72442239796531e-15,2.00728990592382e-319,0.726502111808647,0.18319830596565,0.887966910290387
"K19236","ycfS; L,D-transpeptidase YcfS","","","map01503","Cationic antimicrobial peptide (CAMP) resistance","","","turquoise",-0.0420290866327277,-0.0679942684268246,-0.00145696390726436,-0.00239408583374555,0.338572839212225,0.976280737744096,0.0255390749917778,0.0529001188088575,0.0147687984580007,0.358695436025057,0.13728990440168,0.974628423810697,0.958321284845543,2.60100558205604e-14,3.92979814702128e-319,0.577130869415458,0.247861218469449,0.747146652798782
"K10011","arnA, pmrI; UDP-4-amino-4-deoxy-L-arabinose formyltransferase / UDP-glucuronic acid dehydrogenase (UDP-4-keto-hexauronic acid decarboxylating) [EC:2.1.2.13 1.1.1.305]","R07660","10-Formyltetrahydrofolate + UDP-L-Ara4N <=> Tetrahydrofolate + UDP-L-Ara4FN","map01503","Cationic antimicrobial peptide (CAMP) resistance","M00761","Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N","turquoise",-0.0495492480300971,-0.0566151442380573,0.0089424882335465,0.0010377145774329,0.327428680397505,0.976116397551413,0.021030800455477,0.0526039704107835,0.0120142040450096,0.279132681088948,0.216147331629103,0.845229756931644,0.98192773740298,1.96722200815171e-13,1.9998789212362e-318,0.64614100988585,0.250522260051394,0.793116252586111
"K10763","hda; DnaA-homolog protein","","","","","","","turquoise",-0.0293562651576104,-0.06502704834985,-0.00945720546257965,0.00265769559928584,0.324898033433061,0.976086036040092,0.0318737524177684,0.0503431965459141,0.010447527317187,0.521553404896591,0.155324814136573,0.836443419329622,0.953736969826433,3.07926240581234e-13,2.69783557780321e-318,0.486463055787505,0.271491939132546,0.819596403244937
"K10016","hisQ; histidine transport system permease protein","","","map02010","ABC transporters","","","turquoise",-0.0521483833126573,-0.0579650692013579,0.00755743066197805,0.00301538957280672,0.322505062928762,0.976077713511975,0.0231570701680437,0.0570334330108261,0.0201982401662073,0.254654646988977,0.205377834565832,0.868965510679498,0.947518947797799,4.68585183683963e-13,2.9283468455269e-318,0.613164975915013,0.212767813501356,0.659249145765073
"K02344","holD; DNA polymerase III subunit psi [EC:2.7.7.7]","","","map03440","Homologous recombination","M00260","DNA polymerase III complex, bacteria","turquoise",-0.0252552819830731,-0.0512456480808304,-0.0024714463519579,-0.00844950608387186,0.32393806805273,0.975942404341434,0.0287539229024339,0.0444963250397616,0.0193318891226192,0.581371409501131,0.262981897518525,0.956975794757494,0.853663117331884,3.64576743826015e-13,1.10612602548488e-317,0.530137638218492,0.331156732079362,0.67300089770338
"K09889","yjgA; ribosome-associated protein","","","","","","","turquoise",-0.0410865337639361,-0.0383982872242538,0.0236292851446363,0.00713409404696497,0.314559988614324,0.975748468283751,0.0340214372061993,0.0521320925619664,0.0233733552054112,0.369584369105467,0.401749331576068,0.6059431102792,0.876244818603015,1.83947404599977e-12,7.33435905847389e-317,0.457563331590842,0.254803281818567,0.60985249471984
"K03607","proQ; ProP effector","","","","","","","turquoise",-0.0191402019666274,-0.0768402174238923,-0.0251182333551019,0.00364496477138769,0.317719853285564,0.975668859799324,0.0351706598743641,0.0496541591272906,0.0241423874599164,0.67605857093603,0.092992215614417,0.583424429166542,0.936582608803769,1.07299103029763e-12,1.58736908680648e-316,0.442502666123167,0.27811476987135,0.598139248808373
"K04765","mazG; nucleoside triphosphate diphosphatase [EC:3.6.1.9]","R11323","dTTP + H2O <=> dTMP + Diphosphate","map01100","Metabolic pathways","","","turquoise",-0.0513662450383582,-0.0315439957280243,0.0439319597231511,-0.0111055555211404,0.335991895300528,0.975653473386799,0.0408561831444349,0.0595028925914281,0.0213900374514623,0.261858737586247,0.49098583335429,0.337332590778195,0.808447470125972,4.18632194760725e-14,1.84229134758616e-316,0.372276343695145,0.193589325971915,0.640518395019438
"K06957","tmcA; tRNA(Met) cytidine acetyltransferase [EC:2.3.1.193]","","","","","","","turquoise",-0.0391936289771398,-0.0518610934893857,0.00605178608527183,-0.0140083196597494,0.329252777890478,0.975631983243455,0.0290096198408078,0.0505544537981122,0.0136686091912755,0.39206296869372,0.257284669295327,0.89490127428832,0.759756153391755,1.42056809777459e-13,2.26792099642806e-316,0.526484872047937,0.269483141524527,0.76540975490463
"K06202","cyaY; CyaY protein","","","","","","","turquoise",-0.0253266832941076,-0.0605391765257154,-0.0102155314773091,-0.00674143853640723,0.314511914697516,0.975599322573282,0.0324679059043053,0.0433675370507535,0.0201469328861977,0.580303137882739,0.185929765173489,0.823535902851478,0.883005917389213,1.85452989839835e-12,3.10931894144713e-316,0.478370935382432,0.343582392720319,0.660060422383262
"K10001","gltI, aatJ; glutamate/aspartate transport system substrate-binding protein","","","map02020","Two-component system","","","turquoise",-0.0114988992170508,-0.059655363623376,-0.0178653178491681,0.0105853912664154,0.311125884693368,0.975541518407151,0.0280924900236314,0.0306970290727955,0.0209455859171916,0.801801383977979,0.192448085956836,0.696528328446328,0.817257489781398,3.28078858514265e-12,5.42931228305801e-316,0.53964571794442,0.502704865347491,0.647477726926448
"K09160","K09160; uncharacterized protein","","","","","","","turquoise",-0.029422734913174,-0.0539374475759408,0.00555612899819047,-0.00550365647310057,0.303739845284358,0.975537006338318,0.0380341103303411,0.0519024956450045,0.0245193752108892,0.520610503009112,0.238696066834189,0.903465266913717,0.904372563722053,1.11044744919124e-11,5.6704385511826e-316,0.406231959155198,0.256904494869284,0.592434730803941
"K09920","K09920; uncharacterized protein","","","","","","","turquoise",-0.0229821705978007,-0.0565878011018122,-0.010788309603127,-0.0166051719656637,0.312153064028172,0.975521498804655,0.0204421056916832,0.0369786838812217,0.0153154936570645,0.615849399635757,0.216369581388682,0.813817858714522,0.716980366407749,2.7615734585556e-12,6.58340220144116e-316,0.655398590875245,0.419390180661447,0.738123179258046
"K02844","waaG, rfaG; UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]","","","map01100","Metabolic pathways","","","turquoise",-0.0165135076661461,-0.066385737953907,-0.0229520742597493,-0.00444632983304534,0.312253855930546,0.975414829405131,0.030174957203613,0.0364655222526365,0.0259872026256415,0.718476203724062,0.146855781068799,0.616311847883187,0.922679614456976,2.7151829765878e-12,1.83353385614999e-315,0.510001255446543,0.425877105179353,0.57046451971337
"K06039","ychN; uncharacterized protein involved in oxidation of intracellular sulfur","","","","","","","turquoise",-0.0368445857396585,-0.0654520471802926,-0.00394972184822673,0.00489144087414672,0.306665503637768,0.97540548925206,0.0369925449868922,0.0532246480028517,0.0178511408428991,0.421079713959039,0.152636879466202,0.93129283260584,0.914967208403896,6.8790533054478e-12,2.00514900090463e-315,0.419215768296092,0.244967878326814,0.696757233989074
"K14588","cueO; blue copper oxidase","","","","","","","turquoise",-0.0335908785699404,-0.0554544373493051,-0.00416249985497033,0.00440981464602834,0.333447645069576,0.975397680741196,0.0197097186695497,0.0403467369891556,0.0215245947876628,0.463278854241542,0.225726455768848,0.927601348307911,0.923312642112583,6.66343163252507e-14,2.16083112145967e-315,0.666989790691708,0.378272830889459,0.63841762585777
"K08162","mdtH; MFS transporter, DHA1 family, multidrug resistance protein","","","","","","","turquoise",-0.0370948652266526,-0.05222216605416,-0.00285714429189564,-0.0152012025619298,0.337858217417011,0.975298932825116,0.0183055297921563,0.039902959351334,0.00717736094370199,0.4179296031354,0.253982215029731,0.950269455731519,0.740006686165304,2.96868737322108e-14,5.55133193252556e-315,0.689434354043074,0.383544390389633,0.875500351089259
"K05982","E3.1.21.7, nfi; deoxyribonuclease V [EC:3.1.21.7]","","","","","","","turquoise",-0.0463154364076678,-0.0515498880269975,0.00799706448201584,-0.000850483650175305,0.334431357765046,0.975297780916277,0.0205628513758382,0.0424215449574321,0.013032087620291,0.311749774690315,0.26015476356775,0.861417680091084,0.98518803305621,5.57018942134861e-14,5.61264407602802e-315,0.653495423906556,0.354221438454604,0.776036401142385
"K12368","dppA; dipeptide transport system substrate-binding protein","","","map02030","Bacterial chemotaxis","","","turquoise",-0.035703599397514,-0.0519173119938381,0.00485432796575022,-0.00320970236635496,0.306983377477328,0.975248580567327,0.0285625741631234,0.04558448979837,0.0151928714607056,0.435615528303503,0.256768538550264,0.915609966277835,0.944142395825165,6.52818922526933e-12,8.96823274612446e-315,0.532879526753698,0.319456092674322,0.740144042905711
"K13283","fieF; ferrous-iron efflux pump FieF","","","","","","","turquoise",-0.0316759533511355,-0.0489060925184169,-0.00183747212699807,0.00130403675520836,0.312508113190759,0.975083285190344,0.0131872894826636,0.0385198006061489,0.0147341055429356,0.489173270511371,0.28542813599551,0.968005426676935,0.977290738948827,2.60151709777383e-12,4.30068017117554e-314,0.773441385661165,0.400260240414998,0.74772045879924
"K02297","cyoA; cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3]","R11335","2 Ubiquinol + Oxygen + n H+ <=> 2 Ubiquinone + 2 H2O + n H+","map01100","Metabolic pathways","M00417","Cytochrome o ubiquinol oxidase","turquoise",-0.0346165278014922,-0.0534478012472886,-0.000772129425430074,0.00435804412655934,0.317608328948942,0.974945613857817,0.0220456087150609,0.0412341658384009,0.0187818391584649,0.449729063431168,0.242992114735288,0.986552509702236,0.924210219263795,1.09371845015426e-12,1.574363501755e-313,0.630310705402582,0.367865437443157,0.681789226165096
"K02441","glpG; GlpG protein","","","","","","","turquoise",-0.0407377232704516,-0.0558685865363136,0.00224734982831948,-0.0122373017750603,0.324958170660484,0.974943779711421,0.0267163915350141,0.0542140513835311,0.0217292772993206,0.373665420630822,0.222274469776953,0.960873707723555,0.789363936019208,3.04679684113248e-13,1.60174005981924e-313,0.559695947708842,0.236292959694147,0.635227576492937
"K02363","entE, dhbE, vibE, mxcE; 2,3-dihydroxybenzoate-AMP ligase [EC:6.3.2.14 2.7.7.58]","R07644","6 ATP + 3 2,3-Dihydroxybenzoate + 3 L-Serine <=> Enterochelin + 6 AMP + 6 Diphosphate","map01130","Biosynthesis of antibiotics","","","turquoise",-0.0324829888366995,-0.0567808812402426,0.00167697645710056,-0.0238454632677381,0.348148316001347,0.974868648121582,0.0157355798646621,0.0461762916871065,0.0201021160914869,0.47816647097443,0.214803698361442,0.970798718030128,0.602649680936415,4.27827033683772e-15,3.24193736066623e-313,0.731213730144416,0.313207273231781,0.660769396879789
"K13069","E2.7.7.65; diguanylate cyclase [EC:2.7.7.65]","R08057","2 GTP <=> 3',5'-Cyclic diGMP + 2 Diphosphate","","","","","turquoise",-0.0309463157932938,-0.0603842219058507,-0.00383277429821675,-0.0158282685753748,0.310190164502452,0.974839327915618,0.025695669166132,0.0481978987716497,0.0147812581406553,0.499240379849333,0.187060672554264,0.933322387637367,0.729692114414549,3.83606270700506e-12,4.26631606027091e-313,0.574797217765274,0.292470103487308,0.746940609039823
"K03805","dsbG; thiol:disulfide interchange protein DsbG","","","","","","","turquoise",-0.0106315956408392,-0.072138694174672,-0.024885674398539,0.00256839017147156,0.309862150704631,0.97476584788093,0.0302872331987806,0.0367795206942091,0.027255435670191,0.81647397695173,0.114850258249689,0.586915901072045,0.955289875744829,4.05166592428536e-12,8.47787149382502e-313,0.508427456497057,0.42190091605052,0.55179911869472
"K08994","yneE, BEST; ion channel-forming bestrophin family protein","","","","","","","turquoise",-0.0291511346141062,-0.0661792611272752,-0.01214069325868,-0.0166813562296112,0.336166786137519,0.97474969442884,0.0159167528712531,0.0430845234963875,0.0158127936769599,0.524468781667763,0.148119618264295,0.790988217969189,0.715737964980371,4.05403751512303e-14,9.8566871376226e-313,0.728240509216949,0.346743747645083,0.729946083083179
"K07470","sbmC; DNA gyrase inhibitor","","","","","","","turquoise",-0.0146013743604156,-0.0680069147024012,-0.022856842454162,0.00813704954762636,0.318062065242114,0.974745029145483,0.0421637639285355,0.0393002593096073,0.0143381095527267,0.749917059934217,0.137216642592679,0.617776141244937,0.859016965391706,1.01175876935448e-12,1.02949447735458e-312,0.357156148427723,0.390775153928215,0.754279865249851
"K18657","zapC; cell division protein ZapC","","","","","","","turquoise",-0.0252781902287027,-0.062092491546876,-0.00816709943275215,0.00965408163068509,0.293245988374727,0.974647305908122,0.0341209395649253,0.0481471576602714,0.0222817968353148,0.58102856760867,0.174870411377654,0.858501784695809,0.833088007473069,5.92247635629483e-11,2.55602030575474e-312,0.456248106630604,0.292979078058187,0.626650132956008
"K09781","K09781; uncharacterized protein","","","","","","","turquoise",-0.0323421955415234,-0.0428025781180712,0.01430578916376,-0.0190978581712252,0.319583194623026,0.974618839460786,0.0257566964337681,0.0507032993240693,0.0146902483134051,0.480076917775591,0.349911464300841,0.754816018726218,0.67673473360069,7.7848397754708e-13,3.32904028882006e-312,0.573888962648127,0.268073923003885,0.748446038066352
"K08304","mltA; membrane-bound lytic murein transglycosylase A [EC:4.2.2.-]","","","","","","","turquoise",-0.0586435192441525,-0.0113495785905019,0.0623892336559939,-0.0112321240247647,0.339279772204225,0.974613186948914,0.0245011354493348,0.0549046247492002,0.0138923552380143,0.200114455192895,0.804322707636684,0.172814522081767,0.806307391450004,2.28133804697577e-14,3.50824650578311e-312,0.592710158478672,0.230367916495613,0.761684659894304
"K23124","pxpC; 5-oxoprolinase (ATP-hydrolysing) subunit C [EC:3.5.2.9]","R00251","ATP + 5-Oxoproline + 2 H2O <=> ADP + Orthophosphate + L-Glutamate","map01100","Metabolic pathways","","","turquoise",-0.0414153802254365,-0.0569456380944208,-0.000189451659703376,-0.00669737019252695,0.336371287513197,0.974541730135128,0.0172501565430824,0.0480667567133275,0.0121431146298357,0.365762292216626,0.213473970041766,0.996700342874165,0.883765266007442,3.90454723633813e-14,6.80002660412224e-312,0.706485959836761,0.293786777826064,0.790947496292768
"K06205","mioC; MioC protein","","","","","","","turquoise",-0.0334276994623939,-0.0674097470082119,-0.00676204492534839,0.0113116635503158,0.299327940271824,0.974535706968948,0.0458756714660181,0.0552169797575311,0.0305625638556846,0.465455322788673,0.140709049401872,0.88265088216036,0.804963238762182,2.26330734158874e-11,7.18952524329155e-312,0.316371420978505,0.227722818154252,0.504578854644331
"K07113","fxsA; UPF0716 protein FxsA","","","","","","","turquoise",-0.0245994098045327,-0.0680141665165161,-0.0173266213351542,0.0193478765550202,0.296439606204594,0.974425439448763,0.0251154483545645,0.0477389115067762,0.0399042264773307,0.591226868913573,0.137174645286273,0.705245451552049,0.672746118647312,3.58399789499861e-11,1.9884898533403e-311,0.583466184005304,0.297095678972904,0.383529274866272
"K19416","yccA; modulator of FtsH protease","","","","","","","turquoise",-0.0390372166282816,-0.0560228576688381,0.0080342589003819,-0.00920266762558514,0.31862033070831,0.974405363299764,0.033221699976784,0.0558914748248236,0.0139224442303776,0.393956656239208,0.220998282779916,0.860779678102149,0.840785966319602,9.19129071541993e-13,2.39197899443402e-311,0.468210996651335,0.22208479789754,0.761184132924604
"K21968","ecpE, matF; Mat/Ecp fimbriae periplasmic chaperone","","","","","","","turquoise",-0.0449416229959504,-0.0590701251553434,0.00445426384231126,-0.00967183446641328,0.32318159070677,0.974363230512143,0.0243330603769716,0.0507398988497037,0.0163524781773844,0.326335613057218,0.196855546553674,0.92254207683348,0.832785589228445,4.16295229874791e-13,3.5231666781362e-311,0.595250908653934,0.267728185750197,0.721106589796594
"K03690","ubiJ; ubiquinone biosynthesis protein UbiJ","","","","","","","turquoise",-0.0350939005010218,-0.0494659516889248,-0.00138471507818957,-0.00381006518905315,0.341274799179449,0.974168915202376,0.00821639775551944,0.0388514990974658,0.0102030706326866,0.443499711588943,0.279942669388595,0.97588617337046,0.933716541207726,1.57282505447733e-14,2.08424569829106e-310,0.857656735466321,0.396212295193153,0.823747625721936
"K12291","hofP; pilus assembly protein HofP","","","","","","","turquoise",-0.0324992642010549,-0.0512262011105386,-0.00102708102371137,-0.00779107781361665,0.32115740263198,0.974122830412796,0.0290000442791471,0.0428821461398194,0.0122508190966929,0.477945895369903,0.263163323600827,0.982112894398684,0.864952624395699,5.92610975542657e-13,3.17088624281358e-310,0.526621432694833,0.349015652056156,0.789136741453681
"K00573","E2.1.1.77, pcm; protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]","","","","","","","turquoise",-0.0571661513667883,-0.0363880369558867,0.0390495921143297,-0.0151758815775542,0.351458090199376,0.974079795056171,0.0193763390175814,0.0528221625337965,0.0129968885212363,0.211703521128842,0.426861651042392,0.393806625211018,0.7404241845274,2.25947571121007e-15,4.68875375168702e-310,0.672292627599554,0.248559774699455,0.776625287266922
"K08310","nudB, ntpA; dihydroneopterin triphosphate diphosphatase [EC:3.6.1.67]","R04638","7,8-Dihydroneopterin 3'-triphosphate + H2O <=> Dihydroneopterin phosphate + Diphosphate","map01100","Metabolic pathways","M00126","Tetrahydrofolate biosynthesis, GTP => THF","turquoise",-0.0328495080554619,-0.0354350851487142,0.0227945176143156,-0.000932654469204021,0.332241082212393,0.974050058480404,0.027890819284316,0.0399779727743119,0.0127211464532829,0.473212599264839,0.439077785936713,0.618735274740727,0.983757139915461,8.29424308549503e-14,6.14146519882999e-310,0.542561568017468,0.382650183101201,0.781242896593703
"K15548","aaeA; p-hydroxybenzoic acid efflux pump subunit AaeA","","","","","","","turquoise",-0.0382077796439422,-0.0508664882957028,0.000200918122377738,-0.00977073240104624,0.338838831828693,0.97402805901783,0.0136061437288161,0.0393543686136115,0.0116693790977989,0.404090574271388,0.266534715485591,0.996500634091446,0.831101322878013,2.47587995673083e-14,7.49723499699591e-310,0.766450698230935,0.390122636317538,0.798925294792564
"K12700","rihC; non-specific riboncleoside hydrolase [EC:3.2.-.-]","R02137","Cytidine + H2O <=> Cytosine + D-Ribose","","","","","turquoise",-0.0324404551235742,-0.0745811006142404,-0.0134771006559694,-0.0106579705185289,0.319415422603612,0.97399452675973,0.0520164736894899,0.061944928333962,0.0465752232384251,0.478743180672445,0.103039483204001,0.768602440277798,0.816026805652193,8.01375153674616e-13,1.01578304302756e-309,0.255859902594777,0.175899508760898,0.309040535086201
"K04065","osmY; hyperosmotically inducible periplasmic protein","","","","","","","turquoise",-0.0298217085213398,-0.0576019318959262,-0.00818936693647397,0.00624710164197503,0.327058362932602,0.973975040204753,0.0256079791492524,0.0376465603938456,0.026505671599145,0.514969347679419,0.208235904769077,0.858120065291077,0.891529895270557,2.10107829921928e-13,1.21163711298757e-309,0.576103473989182,0.411034828124221,0.562797715994159
"K15550","mdtP; outer membrane protein, multidrug efflux system","","","","","","","turquoise",-0.0355072509396943,-0.0590447119368366,-0.00286563531132264,-0.0158201025877692,0.326897213481121,0.973919333313386,0.0249081722251567,0.0479690832667134,0.00548702724241814,0.438145725811004,0.197048590312563,0.950121855526933,0.729826128091187,2.16207607023986e-13,2.00424325392761e-309,0.586577713782242,0.29476999654667,0.904660123997222
